report_date,governorate,city,longitude,latitude,issue_type,report_headline,report_detail,text_length,report_category,proximity_to_service,repetition_flag,report_truth
2025-07-07,Gharbia,El Santa,30.973645,30.828566,water,No Water Supply,"Water pressure is extremely low, nothing comes from the tap. Children and elderly people are trapped inside.",124,citizen,0,0,Emergency
2025-11-14,Dakahlia,Mit Ghamr,31.345593,31.047453,telecom,Phone Line Dead,The entire building at Building 7 has no internet since yesterday.,82,citizen,0,0,True
2025-09-21,Gharbia,Kafr El Zayat,30.965751,30.929936,electricity,Broken Street Light,The electricity has been out at Building 69 for hours. We are suffering badly.,98,citizen,1,0,True
2025-12-13,Suez,Ataka,32.491156,29.918635,gas_issue,!!! CRITICAL !!! - Gas Smell,CRITICAL!! A very strong smell of gas detected at Building 80. This is a total mess.,113,citizen,1,0,Emergency
2025-06-01,Aswan,Daraw,32.930561,24.019735,waste_garbage,Illegal Dumping,Trash has not been collected from Street 110 for a week.,72,citizen,1,0,True
2025-11-28,Qalyubia,Banha,31.239481,30.27697,gas_issue,Gas Leak,Someone told me there is the main gas meter is making a loud whistling sound. although my neighbor disagrees.,118,citizen,0,0,False
2026-04-01,Qalyubia,Shubra El Kheima,31.288922,30.363878,electricity,Electric Sparking,Repeated outages every night since last week at Street 34. This is a total mess.,98,citizen,0,0,True
2026-02-16,Ismailia,Fayed,32.332473,30.563328,water,No Water Supply,A friend said he saw sewage water is flooding the entrance of Street 15. I could be wrong about this.,117,citizen,0,0,False
2025-08-27,Suez,Ain Sokhna,32.511472,29.938178,telecom,!!! EXPLOSION !!! - Phone Line Dead,EXPLOSION!! A cable appears to have been cut near Street 28.,96,citizen,1,0,Emergency
2025-04-22,Alexandria,Sidi Gaber,29.987681,31.201026,telecom,[Follow-up] Cable Cut,Resubmitting my complaint about The entire building at Building 20 has no internet since yesterday.,121,citizen,1,1,Repeated
2026-03-01,Gharbia,Mahalla,31.072353,30.941677,road_damage,Flooded Road,Part of the road near Building 32 has completely collapsed.,72,citizen,1,0,True
2025-05-30,Giza,Dokki,31.202162,29.944676,electricity,Electric Sparking,Power surges are damaging appliances in the whole building.,77,citizen,1,0,True
2025-04-19,Aswan,Aswan City,32.897357,24.146973,electricity,...,Live wires are ,19,citizen,0,0,Unclear
2025-12-18,Minya,Minya City,30.697926,28.108939,telecom,[Follow-up] Signal Loss,I reported this before but it was not fixed: A cable appears to have been cut near Street 37.,117,citizen,1,1,Repeated
2026-01-01,Dakahlia,Talkha,31.318778,30.980345,electricity,Broken Street Light,Power surges are damaging appliances in the whole building.,79,business,1,0,True
2025-06-07,Suez,Ataka,32.516183,29.919177,electricity,Power Outage,A friend said he saw power surges are damaging appliances in the whole building. although my neighbor disagrees.,125,citizen,0,0,False
2025-10-31,Aswan,Aswan City,32.821452,24.13761,gas_issue,Pressure Drop,Neighbors are evacuating due to the strong gas odor.,66,citizen,1,0,True
2025-12-11,Gharbia,Kafr El Zayat,31.057946,30.858862,waste_garbage,[Follow-up] Health Hazard Waste,"Still not resolved, I reported this last week: The garbage smell is unbearable and attracting insects.",134,citizen,1,1,Repeated
2026-03-26,Aswan,Edfu,32.845403,24.136066,waste_garbage,Dead Animal,Trash has not been collected from Street 92 for a week. The situation is critical and life-threatening. This is a total mess.,137,citizen,1,0,Emergency
2025-10-29,Alexandria,Montazah,29.850114,31.165834,water,[Follow-up] Burst Pipe,Resubmitting my complaint about The water smells terrible and is brown in color.,103,citizen,1,1,Repeated
2026-03-19,Sharqia,10th of Ramadan City,31.492424,30.577443,road_damage,[Follow-up] Road Collapse,I reported this before but it was not fixed: The pavement is cracked and very dangerous for pedestrians.,130,citizen,1,1,Repeated
2025-11-21,Gharbia,Tanta,31.044596,30.898709,telecom,Phone Line Dead,The entire building at Building 25 has no internet since yesterday. We are suffering badly.,107,citizen,0,0,True
2026-03-01,Suez,Ataka,32.572579,29.897077,water,Noise Complaint,Neighbors are making too much noise late at night at Building 20.,81,citizen,0,0,Out_of_scope
2025-06-15,Giza,Imbaba,31.153485,29.985198,telecom,Signal Loss,Mobile signal is completely lost in the Street 112 area.,68,citizen,1,0,True
2025-05-18,Luxor,Luxor City,32.717811,25.669514,road_damage,Large Pothole,Road is flooded and completely impassable near Building 1. We are suffering badly.,96,citizen,0,0,True
2026-02-02,Luxor,Armant,32.713162,25.73135,gas_issue,Pressure Drop,"Low gas pressure, the heater is not working.",58,citizen,1,0,True
2026-04-01,Red Sea,El Gouna,33.801379,27.292277,electricity,[Follow-up] Power Outage,I reported this before but it was not fixed: Live wires are exposed on the pole near Street 38.,120,citizen,1,1,Repeated
2026-02-11,Alexandria,Montazah,29.873413,31.16057,gas_issue,Pressure Drop,Neighbors are evacuating due to the strong gas odor.,66,citizen,1,0,True
2025-04-17,Alexandria,Downtown Alexandria,29.93375,31.2142,waste_garbage,Neighborhood Security Issue,There are suspicious people gathering near Street 72 at night.,90,citizen,1,0,Out_of_scope
2026-01-17,Cairo,Maadi,31.22326,30.104429,electricity,Power Outage,I think there might be the electricity has been out at Building 22 for hours. but the workers said it was already fixed.,133,citizen,1,0,False
2026-04-09,Qalyubia,Banha,31.237889,30.249816,waste_garbage,Illegal Dumping,Illegal dumping of construction waste near Building 23.,71,business,0,0,True
2025-04-17,Sharqia,10th of Ramadan City,31.508629,30.613298,water,[Follow-up] No Water Supply,Resubmitting my complaint about Main supply line is leaking heavily near the valve.,111,citizen,1,1,Repeated
2025-12-26,Qalyubia,Qalyub,31.22573,30.27757,waste_garbage,Marriage Certificate Request,Where can I get a copy of my marriage certificate?,79,citizen,0,0,Out_of_scope
2026-04-09,Giza,Faisal,31.147147,29.979396,telecom,Phone Line Dead,Mobile signal is completely lost in the Street 139 area. I see fire and thick smoke.,100,business,1,0,Emergency
2026-03-08,Luxor,Karnak,32.595697,25.63938,telecom,Phone Line Dead,A cable appears to have been cut near Street 40.,64,citizen,1,0,True
2025-06-16,Suez,Suez City,32.613104,29.95177,telecom,No Internet,The entire building at Building 50 has no internet since yesterday.,79,citizen,1,0,True
2025-08-25,Luxor,Luxor City,32.689715,25.744208,road_damage,[Follow-up] Road Collapse,Resubmitting my complaint about Road is flooded and completely impassable near Building 10.,117,business,1,1,Repeated
2026-01-22,Suez,Suez City,32.564747,29.943175,road_damage,Road Collapse,The pavement is cracked and very dangerous for pedestrians. I already called before and nothing happened.,119,citizen,1,0,True
2025-06-24,Sohag,Tahta,31.737895,26.564419,telecom,No Internet,The telephone landline has been dead for three days. It has been like this for two days.,100,citizen,1,0,True
2025-05-23,Qalyubia,Shubra El Kheima,31.237324,30.356586,gas_issue,Valve Damage,The main gas meter is making a loud whistling sound.,65,citizen,1,0,True
2025-08-18,Sharqia,Abu Hammad,31.48836,30.517769,waste_garbage,Garbage Pile,I think there might be mountains of waste blocking the pavement on Street 102. although my neighbor disagrees.,123,citizen,0,0,False
2025-12-31,Luxor,Armant,32.695697,25.716893,gas_issue,[Follow-up] Valve Damage,Resubmitting my complaint about A very strong smell of gas detected at Building 52.,108,citizen,1,1,Repeated
2025-07-09,Giza,6th of October City,31.175136,29.999527,gas_issue,Political Complaint,I want to file a complaint about the local council decisions.,81,citizen,1,0,Out_of_scope
2026-03-24,Gharbia,Tanta,31.006966,30.837735,waste_garbage,Trash Accumulation,Trash has not been collected from Street 43 for a week. No one is answering the phone.,105,citizen,1,0,True
2025-12-17,Cairo,Downtown Cairo,31.24416,30.028434,waste_garbage,Health Hazard Waste,Illegal dumping of construction waste near Building 3. The whole street is blocked.,103,citizen,1,0,True
2025-12-09,Luxor,Karnak,32.68832,25.747189,road_damage,Request for Financial Aid,"I need financial assistance, I cannot afford rent this month.",87,citizen,1,0,Out_of_scope
2025-12-22,Sohag,Sohag City,31.682259,26.567533,gas_issue,Gas Smell,I heard rumors about construction work may have damaged a pipe on Street 61. but I have not seen it myself.,117,citizen,0,0,False
2026-01-01,Minya,Beni Mazar,30.812477,28.046192,waste_garbage,Garbage Pile,The garbage smell is unbearable and attracting insects. This is a total mess.,90,citizen,1,0,True
2026-03-23,Sohag,Girga,31.706817,26.548119,telecom,asdfgh,The entire buil,22,citizen,1,0,Unclear
2026-02-01,Sharqia,Abu Hammad,31.43796,30.649869,water,[Follow-up] Sewage Overflow,This is the second time I am reporting Sewage water is flooding the entrance of Street 60.,118,citizen,1,1,Repeated
2026-02-09,Aswan,Edfu,32.972551,24.115342,waste_garbage,...,asdfgh,10,citizen,1,0,Unclear
2025-05-19,Sharqia,Belbeis,31.56749,30.529608,road_damage,Road Collapse,A large pothole on Street 46 is damaging vehicles.,64,citizen,1,0,True
2026-02-19,Gharbia,El Santa,31.100523,30.844469,electricity,Broken Street Light,Power surges are damaging appliances in the whole building. It has been like this for two days.,115,citizen,1,0,True
2026-01-14,Qalyubia,Shubra El Kheima,31.26967,30.250177,road_damage,Political Complaint,I want to file a complaint about the local council decisions.,81,citizen,1,0,Out_of_scope
2025-12-09,Cairo,Nasr City,31.218802,30.082964,road_damage,Noise Complaint,Neighbors are making too much noise late at night at Building 12.,81,business,0,0,Out_of_scope
2025-10-27,Aswan,Daraw,32.943384,24.034028,telecom,[Follow-up] Phone Line Dead,Resubmitting my complaint about A cable appears to have been cut near Street 138.,109,citizen,1,1,Repeated
2025-10-03,Alexandria,Miami,29.887544,31.213613,gas_issue,Valve Damage,A very strong smell of gas detected at Building 18.,64,citizen,0,0,True
2025-12-21,Dakahlia,Mansoura,31.402577,31.041055,electricity,!!! FIRE !!! - Frequent Voltage Drops,FIRE!! The electricity has been out at Building 40 for hours. I already called before and nothing happened.,145,citizen,1,0,Emergency
2025-06-05,Sohag,Girga,31.742015,26.496942,waste_garbage,Illegal Dumping,Mountains of waste blocking the pavement on Street 119. I already called before and nothing happened.,117,citizen,1,0,True
2025-06-06,Luxor,Luxor City,32.57957,25.642759,waste_garbage,Garbage Pile,Trash has not been collected from Street 56 for a week.,68,business,1,0,True
2025-10-30,Luxor,Esna,32.70194,25.688164,electricity,Broken Street Light,Live wires are exposed on the pole near Street 143. The situation is critical and life-threatening. The whole street is blocked.,148,citizen,0,0,Emergency
2025-07-21,Aswan,Edfu,32.952877,24.074275,electricity,Electric Sparking,A technical failure in the 500kVA transformer near Building 42.,81,citizen,0,0,True
2025-09-18,Ismailia,El Qantara,32.236175,30.546579,waste_garbage,Garbage Pile,Dead carcass in the middle of the road causing a health risk.,74,citizen,1,0,True
2025-06-14,Qalyubia,Qalyub,31.158648,30.379381,gas_issue,Pressure Drop,Construction work may have damaged a pipe on Street 148. Everything is broken.,92,citizen,1,0,True
2025-04-24,Cairo,Zamalek,31.210145,30.059692,electricity,[Follow-up] Power Outage,I reported this before but it was not fixed: Repeated outages every night since last week at Street 59.,128,citizen,1,1,Repeated
2025-05-01,Giza,Faisal,31.235071,30.020712,telecom,Phone Line Dead,A cable appears to have been cut near Street 75. We are suffering badly.,88,citizen,0,0,True
2026-03-14,Aswan,Kom Ombo,32.960095,24.098666,gas_issue,Suspected Gas Explosion,"Low gas pressure, the heater is not working. I see fire and thick smoke.",96,citizen,1,0,Emergency
2026-02-27,Red Sea,Ras Gharib,33.829072,27.29488,telecom,Cable Cut,The telephone landline has been dead for three days.,62,citizen,0,0,True
2025-09-21,Luxor,Armant,32.601631,25.753745,road_damage,Check this,Part of the roa,26,business,0,0,Unclear
2025-08-01,Suez,Ataka,32.503387,29.988911,water,No Water Supply,"Water pressure is extremely low, nothing comes from the tap. This is a total mess.",98,citizen,1,0,True
2025-06-27,Red Sea,Hurghada,33.735226,27.319901,gas_issue,Gas Leak,Construction work may have damaged a pipe on Street 147.,65,citizen,1,0,True
2026-02-04,Qalyubia,Qalyub,31.196587,30.380898,road_damage,???,Road is flooded,19,citizen,0,0,Unclear
2025-05-14,Giza,Dokki,31.254862,30.017708,telecom,Phone Line Dead,The telephone landline has been dead for three days.,68,citizen,0,0,True
2025-10-24,Suez,Ain Sokhna,32.479251,29.893562,water,Contaminated Water,A 4-inch diameter pipe burst in front of Building 42.,72,citizen,1,0,True
2025-12-19,Suez,Ain Sokhna,32.480949,29.919853,water,No Water Supply,"The water smells terrible and is brown in color. Fix it ASAP, we can't live like this.",102,citizen,1,0,True
2025-11-11,Sharqia,10th of Ramadan City,31.457019,30.541138,road_damage,Damaged Pavement,The pavement is cracked and very dangerous for pedestrians. The structure looks like it may collapse.,118,citizen,1,0,Emergency
2025-09-20,Dakahlia,El Gamalia,31.339005,31.087666,telecom,Phone Line Dead,A cable appears to have been cut near Street 125. This is a total mess.,87,business,1,0,True
2025-06-09,Alexandria,Montazah,29.914146,31.265862,telecom,[Follow-up] No Internet,Resubmitting my complaint about The telephone landline has been dead for three days.,108,citizen,1,1,Repeated
2025-04-14,Sharqia,Zagazig,31.4582,30.562598,waste_garbage,Garbage Pile,I heard rumors about dead carcass in the middle of the road causing a health risk. but the workers said it was already fixed.,138,citizen,0,0,False
2026-02-05,Red Sea,Ras Gharib,33.783333,27.331324,electricity,Frequent Voltage Drops,Power surges are damaging appliances in the whole building.,82,citizen,1,1,True
2025-09-05,Cairo,Maadi,31.189939,30.042866,road_damage,[Follow-up] Flooded Road,I reported this before but it was not fixed: Road is flooded and completely impassable near Building 19.,129,citizen,1,1,Repeated
2026-03-29,Gharbia,Mahalla,31.028926,30.903529,electricity,Lost Pet,My cat has been missing since yesterday near Building 75.,66,citizen,1,0,Out_of_scope
2025-07-09,Sharqia,Belbeis,31.529528,30.572041,electricity,[Follow-up] Electric Sparking,Resubmitting my complaint about Live wires are exposed on the pole near Street 1.,111,citizen,1,1,Repeated
2025-08-01,Luxor,Esna,32.698987,25.729642,road_damage,Road Collapse,The pavement is cracked and very dangerous for pedestrians.,73,citizen,0,0,True
2026-03-23,Cairo,Shubra,31.284667,30.119254,water,Burst Pipe,Main supply line is leaking heavily near the valve.,62,citizen,0,0,True
2025-08-22,Luxor,Luxor City,32.592487,25.688361,road_damage,???,Part of the roa,19,citizen,1,0,Unclear
2026-01-04,Suez,Suez City,32.56943,29.983607,water,Water Leak,"Water pressure is extremely low, nothing comes from the tap.",71,citizen,0,1,True
2025-08-16,Gharbia,Kafr El Zayat,31.104213,30.950482,gas_issue,Gas Smell,A very strong smell of gas detected at Building 22.,61,citizen,1,0,True
